用户名,性别,身份证号,登录地区,登录设备,消费额
chenmin,男,36098319861218****,广东,iOS,0
fangqiu,女,15072219960702****,辽宁,iOS,188.9
juan60,女,44030019941227****,上海市,iOS,39.8
vxia,0,21100219870219****,浙江,iOS,9.9
qiang53,女,37040319981031****,四川,Android,298.5
caoyong,女,41040419740318****,福建,Android,0
yang99,女,14042919930705****,四川,iOS,218.7
zhouxiulan,男,62110219880306****,湖南,Android,-
ping73,女,23062419880412****,江苏,iOS,0
junwei,女,21060219860701****,河南,Android,29.7
yujuan,0,15092620000413****,江苏,Android,99.3
tanchao,男,21021219961218****,福建,Android,0
hanjun,1,33088120010320****,北京市,Android,-
wjia,0,43110220060705****,重庆,Android,159.2
suli,男,43310020050629****,浙江,iOS,0
zouxiuying,女,41138119980720****,河北,iOS,0
xiulan97,女,41050120040803****,山东,Android,39.7
kangwei,女,22088219820309****,北京,iOS,19.8
qiujuan,男,43092219961020****,广西,iOS,0
vdu,男,44520019860529****,河南,iOS,0
jiejia,男,41012220001002****,北京,iOS,0
leiding,男,36060219970907****,湖南,Android,0
yongdeng,男,52232419990903****,山东,Android,388.2
juanduan,女,35060119891006****,湖南,iOS,9.9
gang59,女,37172520000814****,上海,iOS,149.2
ryang,女,34120220001031****,河北,Android,119.3
xiuying66,女,22072419950227****,山东,Android,0
yuanming,女,53012520001124****,河南,iOS,49.7
yzhang,女,45082119840825****,陕西,iOS,9.9
changjing,女,15070119921027****,广东,iOS,19.9
jing71,女,41170019850803****,江苏,Android,0
guiyingxiong,男,34130119981025****,安徽,Android,-
yxu,女,42070320000829****,山西,iOS,89.8
li54,男,21011419960419****,山东,iOS,0
xiongyang,女,41078219790417****,浙江,Android,-
min83,0,13090219870326****,广东,iOS,238.7
fang66,女,13020019961204****,江苏,iOS,39.8
li71,男,51333619970506****,新疆,Android,9.9
jxiao,0,13092719980905****,云南,iOS,0
pye,女,34150219880902****,江苏,iOS,39.6
guiyingdai,女,45090020000206****,海南,Android,-
lei95,女,37010119830201****,河北,iOS,-
xiaojun,1,13063620040718****,山西,Android,9.9
uzhu,女,53052319970616****,黑龙江,iOS,39.6
gsu,1,61092519960219****,山东,Android,0
pzhou,男,34170019981118****,山西,Android,0
vluo,0,62122619990624****,浙江,Android,298.4
fang78,1,23071219980220****,江西,Android,99.4
tding,女,15252320020925****,四川,Android,0
jiangjuan,女,53230119960415****,浙江,Android,0
gaojie,女,42068220000501****,安徽,iOS,0
qiang62,女,37132619860413****,陕西,Android,0
jingyin,女,33000019980924****,湖北,Android,0
na44,男,32130119960421****,河南,iOS,39.6
nxia,0,42052919990818****,江西,Android,79.5
yanxiuying,男,51132219980104****,山东,Android,0
changtao,女,45090019880711****,上海市,iOS,49.6
luxiuying,女,23108120010703****,浙江,iOS,19.8
rye,女,32030119960612****,湖南,iOS,79.3
fwan,男,43100319820709****,辽宁,Android,59.6
jbai,女,32070020000929****,湖南,Android,9.9
ping43,女,52260120001215****,天津,Android,0
ming22,男,35020319980122****,江西,iOS,0
mcheng,女,61062920041211****,安徽,iOS,0
yangchao,1,43102820010324****,山东,iOS,9.9
min16,女,13010519860927****,安徽,Android,19.9
jiangxia,女,33072319880421****,湖北,Android,0
hanjing,女,31012019990820****,江西,Android,19.8
itan,1,41048119781220****,江苏,iOS,-
xiuying22,男,51332820021028****,海南,iOS,29.9
rqiao,女,43130019980716****,山东,Android,-
yang66,女,62098219910801****,广东,iOS,29.8
nayu,男,36112719981112****,山东,Android,109.2
jieshi,女,45102120040213****,上海市,Android,-
wumin,男,35090219950210****,江苏,iOS,188.9
kyin,男,14040219980604****,湖北,Android,79.3
plai,女,41122119960728****,江西,Android,727.5
gang31,男,52038119990227****,山西,iOS,79.3
mengtao,女,61020019990202****,四川,iOS,0
lfeng,男,36082819860418****,天津,iOS,-
yaoyan,男,44022920060102****,安徽,Android,19.8
yangdong,女,53070020041119****,山东,iOS,0
taoxu,女,22080219860116****,山东,Android,-
qiang61,女,33092120010705****,北京,Android,9.9
oshao,男,22000019960604****,广东,iOS,0
xiongjuan,女,64030019970821****,重庆市,iOS,208.9
ugao,男,41110219860603****,贵州,iOS,39.7
min75,女,44530219850415****,上海,Android,-
tao45,男,35060219960114****,吉林,Android,-
wqiao,女,21012219980203****,广东,iOS,-
mingzhong,0,65322620000502****,江西,Android,368
wangxiuying,女,14090119960527****,广东,iOS,9.9
zhengyan,女,41030119960702****,湖南,iOS,179
utan,女,33018220030131****,广东,Android,99.1
qiang00,女,13112319961115****,浙江,iOS,-
fangfeng,男,42102319980114****,北京,iOS,-
gwei,女,33032919990225****,安徽,Android,29.8
lei90,男,13058219790929****,山东,iOS,0
iding,女,51102819980921****,北京,Android,89.6
tao97,女,11022819910118****,湖北,iOS,119.4
khou,女,43021119991022****,浙江,iOS,149.1
gang58,女,42050620040710****,安徽,iOS,29.8
wanglei,男,65292620050117****,河南,Android,0
ncao,男,33090219940626****,北京,iOS,0
chao65,1,37110219980517****,河南,Android,-
xueping,男,36060219940122****,江西,Android,39.7
22433,女,32072320000731****,重庆,iOS,0
guiyingqiao,男,34100119860904****,上海,iOS,0
gang78,女,32010420051201****,广东,iOS,49.7
pinggu,女,13012719900524****,福建,iOS,0
qiulei,男,23011219861011****,湖北,Android,109.4
hgao,男,23070719920309****,广东,Android,29.8
44001,男,23012619961211****,河南,Android,109.6
jie76,女,62082419960222****,浙江,iOS,228.9
leizhong,1,43310119980702****,宁夏,iOS,0
dzhou,男,41128119930731****,河南,Android,0
ping80,女,37162620030128****,湖北,Android,29.7
xiadeng,男,54212319870719****,北京,iOS,9.9
wei90,女,41032920010316****,湖南,Android,0
qiangduan,男,51172219971029****,广东,iOS,-
tyin,男,22040219971008****,安徽,Android,-
minyin,0,34140220030222****,山西,Android,0
pcao,男,52040219990303****,贵州,Android,-
xiuyingzhong,女,15020519980817****,湖北,Android,-
lmeng,女,64038119911024****,广东,Android,39.8
yangyan,0,32080119980720****,浙江,iOS,0
fang08,女,15292119810602****,广东,iOS,89.6
changguiying,女,41010220001110****,重庆市,iOS,-
jing02,男,37081119980328****,黑龙江,Android,9.9
juanxiao,男,34022119860527****,河南,iOS,0
wuyan,女,12022119990228****,四川,Android,99.5
pingwang,女,62052319971203****,安徽,Android,0
yaojing,女,34032319781107****,上海市,iOS,0
daijun,女,35082419980405****,北京,iOS,29.7
vhu,男,13020419950529****,河南,iOS,9.9
tao27,男,44122320060123****,浙江,iOS,178.9
bdu,男,15020220011026****,重庆市,Android,79.8
wei74,女,23272119810124****,江苏,iOS,19.8
ping08,女,41072119940728****,北京,iOS,9.9
chaowen,男,36110119980221****,河北,Android,159
jing57,女,37172320040924****,重庆,Android,0
acai,男,21078220020820****,宁夏,Android,79.5
nzheng,女,63232120060928****,湖北,iOS,-
yuwei,男,23100120060105****,湖南,Android,69.8
yangqian,女,43132120050423****,上海,iOS,29.8
gangshen,男,51332419990910****,山西,Android,99.4
jxia,女,36042619850717****,浙江,Android,109.4
lima,女,22050319970127****,河北,Android,0
gangzhu,女,34162320011119****,北京市,Android,89.8
guiying73,女,65432120050603****,江西,iOS,-
jhu,男,51060119900510****,广东,iOS,99.4
taodu,1,13068319901120****,贵州,iOS,29.7
yzhu,女,43132119990621****,安徽,Android,0
junli,男,51323119961122****,湖北,Android,109.4
qiangsu,女,23112319981128****,重庆市,Android,49.6
xia60,女,32040219960419****,湖北,Android,69.5
gjia,女,42100019980606****,广东,iOS,0
hgu,男,65900319970831****,云南,Android,-
mingye,女,23071620020817****,贵州,Android,19.9
yong04,女,43312519840108****,江苏,iOS,0
lwen,女,65222319980118****,浙江,iOS,0
xiuyinggu,男,15222319970807****,河南,iOS,49.7
xiuyingyan,女,15050120040408****,浙江,Android,208.9
zhu,男,64010520010716****,江苏,Android,-
houxia,男,41032520000301****,浙江,Android,49.6
leimin,男,36102320030816****,上海市,iOS,0
huangfang,男,22028419961009****,安徽,Android,0
yan06,女,44122319790912****,上海市,iOS,9.9
guoxiulan,女,42080019900804****,青海,iOS,39.8
dongjing,女,43081120000319****,河南,iOS,39.6
jcai,男,63262219980812****,陕西,Android,-
qiang11,女,43070320001106****,海南,iOS,295.4
qiang01,女,37021119960401****,江苏,iOS,209.2
tangli,男,13040620061224****,广东,iOS,9.9
luna,女,34080320011218****,广西,Android,0
oshen,女,37160019830215****,江西,iOS,59.6
eshi,女,44040019800405****,江西,Android,109.6
azhou,男,34102419860910****,吉林,Android,0
tangjie,女,64030219960428****,江苏,Android,0
xia08,男,37150220010215****,河北,Android,49.7
tangming,女,36082619971113****,河南,Android,9.9
zluo,男,21092119941005****,山西,Android,109.4
lulei,男,41092719830521****,河南,Android,19.8
tao08,男,64042419991012****,上海,iOS,9.9
leigong,男,62090219881208****,贵州,iOS,49.7
xiawen,男,41041119881023****,上海,iOS,0
jundu,女,43123019980416****,陕西,iOS,29.8
yinming,女,34170119920705****,湖南,iOS,0
yong73,女,14072819890516****,山东,Android,49.7
jyi,男,14103220020901****,江苏,iOS,99.3
ima,女,62040119990628****,浙江,Android,49.6
jingcai,男,32020619790514****,天津,iOS,-
gangchen,女,37040419970816****,陕西,Android,0
xiefang,0,32032219990512****,河南,Android,0
junwang,女,51322319850704****,江苏,iOS,199
dongyang,男,33010319810625****,浙江,Android,-
shenjing,男,22010019990218****,河南,Android,-
dengna,男,51090319890907****,山东,Android,9.9
yejie,女,37068120040205****,山西,Android,159
guwei,男,13053419961224****,浙江,Android,0
xiuying34,男,36050219920508****,河北,iOS,99.3
leiyang,男,41082119890102****,浙江,Android,49.8
guiying11,男,43122820030801****,辽宁,Android,29.8
eqiao,女,13082820060210****,广西,Android,0
guiyinglei,女,37132519781218****,江苏,Android,229
ili,男,33028320031224****,安徽,Android,49.7
jjiang,女,42090220011102****,辽宁,Android,-
fang62,0,63252320061123****,甘肃,iOS,-
utian,男,35070120000419****,浙江,Android,19.8
oqiu,女,53012920001109****,吉林,Android,9.9
chao47,男,14082619871006****,江苏,Android,279
ibai,女,61020219990320****,福建,iOS,229.2
dgu,男,32010020000523****,四川,Android,79.3
dujuan,女,41022219950306****,浙江,iOS,0
xiuying05,1,37030419930412****,广东,iOS,109.2
jiatao,女,37028119850301****,北京,iOS,0
yang35,女,15000020010130****,黑龙江,Android,49.8
jcheng,女,45072119880625****,重庆,iOS,49.7
xiaren,女,37088320031121****,山东,iOS,9.9
shiwei,男,31010019850212****,安徽,Android,9.9
yang13,男,51072619880511****,黑龙江,Android,69.8
houli,0,45102119961129****,山东,iOS,-
junbai,0,35078419990104****,河南,Android,0
jing88,1,33011020010811****,吉林,Android,0
yuanfang,1,44030619940909****,北京,Android,-
minzheng,男,14110120030627****,重庆,Android,0
jlong,男,13112720010210****,云南,Android,9.9
qiaoguiying,男,21011220000831****,四川,Android,0
jing49,男,13068219970819****,安徽,Android,19.9
naxiang,男,36112719980813****,江苏,Android,99.7
wei99,女,15010420000101****,陕西,iOS,0
pingxue,女,35050320060110****,天津,Android,129.5
qiang38,女,32032120000905****,上海市,Android,547.2
tangqiang,男,13060319971226****,河北,Android,9.9
34121,男,64012219990905****,广东,iOS,79.8
yong94,男,13063619840621****,广东,iOS,49.6
luowei,男,51142520000729****,福建,iOS,0
shili,女,36042820040404****,山东,Android,139.1
yongzhu,男,51072319980818****,山西,Android,119.6
na13,男,33010919850211****,北京,iOS,0
jianggang,女,37132620010121****,上海,iOS,0
chao52,女,41132119981201****,广东,Android,198.9
owen,男,41040420041029****,河北,Android,0
junyu,女,23040619810814****,天津,iOS,109.6
jie41,男,34082719870207****,安徽,Android,89.5
yang69,女,32040019960601****,上海,iOS,69.5
guiyingshen,女,53012519740401****,内蒙古,iOS,0
liaoguiying,男,33020619980320****,四川,Android,-
yongshen,女,37172120030223****,河南,Android,-
oye,0,11022920000813****,浙江,iOS,0
ychen,0,65420219990811****,河北,Android,19.9
vmeng,女,43122419950728****,浙江,iOS,9.9
wangmin,女,35052120000106****,河北,Android,0
xgu,女,46903920010130****,广东,iOS,-
yangshen,男,15062119970520****,湖南,Android,0
zoujuan,女,45030019880127****,江西,iOS,-
chaoyan,男,42098119960524****,浙江,iOS,0
qiang22,女,33060119850616****,黑龙江,iOS,149.2
yonghuang,女,41162419980430****,江苏,Android,0
pingqiu,女,52032519980215****,吉林,Android,0
taoqiu,男,64030219971014****,江苏,iOS,39.8
kqian,女,44020419980718****,天津,Android,9.9
zhangli,女,62112520031206****,重庆市,Android,129.5
jiayang,男,34180019990603****,云南,Android,0
jie75,男,33092119970910****,河北,Android,9.9
cwu,女,14010619790505****,福建,Android,19.8
jingzhang,女,23110120011227****,广西,Android,169.1
yang46,男,23012619980815****,山东,Android,29.8
21702,女,34140220050724****,吉林,Android,79.3
na89,男,14021119820907****,浙江,Android,79.8
xiuyinghe,女,34118119961224****,上海市,iOS,-
nagong,女,53080020040912****,天津,Android,19.9
khuang,男,21032119971201****,重庆市,iOS,-
43988,男,44051319981026****,福建,Android,19.8
iqiu,女,41100120030405****,河南,Android,49.6
zhongfang,男,44182119880415****,上海市,iOS,0
maojun,女,65222219870620****,四川,Android,49.8
dongyong,男,53062319810923****,江苏,Android,0
gshen,女,51323020000815****,甘肃,Android,9.9
wangfang,女,51323320020617****,天津,iOS,0
xiulanlai,男,21062420001026****,浙江,Android,9.9
dengjun,女,13068420000220****,四川,Android,-
juanlei,女,44142619990821****,浙江,iOS,69.5
min61,女,45042320030720****,江苏,iOS,377.7
qiangcai,0,32050620060810****,内蒙古,iOS,-
kduan,0,32090120060506****,天津,Android,99.4
li13,1,13012919941114****,黑龙江,Android,0
xiulanzhu,女,43010419960406****,山西,Android,49.6
oxiang,女,23090020030301****,福建,Android,49.6
lifeng,1,33030019960607****,山西,Android,0
weipan,男,36052119980730****,天津,Android,49.8
yang30,男,22040119890608****,湖南,iOS,29.8
min29,女,36032119850812****,天津,iOS,936.7
qinqiang,男,37052319970601****,广西,Android,19.8
leixiao,女,62302219960201****,陕西,iOS,0
jhe,女,23270219870302****,山东,Android,0
guiying72,女,62290120000905****,辽宁,iOS,-
haojing,男,62012220010730****,黑龙江,Android,-
chenwei,1,51072620001010****,广西,Android,0
yaoxiulan,男,44180220041016****,江苏,Android,198.8
li90,男,51068220050626****,安徽,iOS,109.5
ywang,男,37010319891223****,江苏,Android,0
chengwei,女,45052119891210****,重庆,Android,19.8
pengjuan,女,23030320010507****,吉林,Android,-
mingyan,男,11010420040104****,四川,Android,9.9
leixiang,男,54242919930427****,山东,Android,9.9
jing20,女,34140019900227****,广西,Android,9.9
fuping,男,34170220010320****,江西,iOS,29.8
yfan,男,14082820060326****,四川,iOS,0
yang14,男,14110220010114****,浙江,iOS,9.9
xia41,男,51322519990110****,北京,iOS,0
naliu,女,53060020010410****,浙江,iOS,119.3
junchang,女,33032419940211****,广东,iOS,0
nyin,男,36012119880814****,陕西,Android,-
yuming,1,61092819880202****,浙江,iOS,9.9
ming73,女,13052219910214****,北京市,Android,89.3
na33,1,37021320010411****,辽宁,Android,0
xiulan73,1,45032320000924****,北京市,iOS,79.7
vcheng,男,45032619950327****,北京市,iOS,0
yongpan,女,43082219920525****,广东,iOS,9.9
shaojun,0,53292819970520****,贵州,Android,199
xiadong,女,32082619850405****,山东,iOS,0
jlin,男,32068420051024****,河南,Android,0
yan34,男,53050220020215****,上海市,iOS,0
oyu,男,53250119941104****,山西,Android,19.9
zhaogang,男,42122319981118****,福建,Android,49.6
gangpan,男,52262319971218****,河南,iOS,0
yangcai,女,52032419990914****,山东,iOS,188.8
xiangjuan,女,45100020060722****,河北,Android,-
vwu,0,34020719960908****,安徽,Android,0
sshi,男,44081119980210****,贵州,iOS,-
lfan,女,35068119941012****,山西,Android,-
gang13,1,37162620020324****,重庆市,iOS,0
laigang,女,51090419950526****,天津,iOS,9.9
jing18,女,13090219961115****,陕西,Android,159.2
jiecao,女,37162319980215****,上海市,Android,-
tdeng,女,23042219960109****,北京,iOS,0
guiyingxu,女,42900419891229****,江苏,iOS,109.2
dengxiuying,女,50024119970120****,河南,iOS,279
fzou,女,53332420000829****,湖北,Android,-
gangmo,女,53232720040626****,江西,Android,89.6
jiangwei,女,35042119800625****,广东,iOS,-
yangyuan,男,43122419880508****,江苏,Android,198.9
ntan,女,42110019920914****,上海,iOS,0
31929,男,53060120011020****,陕西,Android,149.2
lixiao,女,33090319910509****,广东,iOS,-
qyao,女,51068219921225****,北京市,Android,617.2
sulei,男,37132720000208****,北京,iOS,99.3
